0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130
WBC,LYC %,MONO %,BLAST %,CD3-/CD5616+,CD3+/CD5616-,CD19+,CD3+/CD69+,CD3+/134+,CD3+/HLA DR+,CD3+/HLA DR-,HLADR+/CD69+/CD3+/CD134-,HLADR+/CD69-/CD3+/CD134+,HLADR-/CD69+/CD3+/CD134+,HLADR+/CD69+/CD3+/CD134+,CD3+/CD80+,CD3+/CD86+,CD3+/CD80-,CD3+/CD86-,CD19+/CD80+,CD19+/CD86+,CD19+/CD80-,CD19+/CD86-,CD19+/CD80-/CD86-,CD19+/CD80+/CD86+,CD3+/CD80-/CD86-,CD3+/CD80+/CD86+,CD4+/CD45RA+,CD4+/CD45RA-,CD4+/CD45RO+,CD4+/CD45RO-,CD4+/CD27+,CD4+ / CD27-,CD8+/CD45RA+,CD8+ / CD45RA-,CD8+/CD45RO+,CD8+ / CD45RO-,CD8+ / CD27+,CD8+ / CD27-,CD45RA+ / CD45RO-,CD45RA- / CD45RO+,CD45RA+ / CD45RO+,CD27+ / CD45RA+,CD27- / CD45RA+ ,CD27+ / CD45RO+,CD27- / CD45RO+ ,CD4+/CD45RA+/CD27-,CD4+/CD27+/CD45RA-/CD45RO-,CD4+/CD45RA+/CD27+,CD4+/CD45RO+/CD27-,CD4+/CD45RO+/CD27+,CD8+/45RA+/CD27-,CD8+/CD27+/CD45RA-/CD45RO-,CD8+/CD45RA+CD27+,CD8+/CD45RO+/CD27-,CD8+/CD45RO+/CD27+,CD4+ / CD29+,CD4+ / CD29-,CD8+ / CD29+,CD8+ / CD29-,CD29+ / CD45RO+,CD29- / CD45RO+ ,CD29+ / CD45RA+,CD29- / CD45RA+ ,CD4+/CD45RA+/CD29-,CD4+/CD29+/CD45RA-/CD45RO-,CD4+/CD45RA+/CD29+,CD4+/CD45RO+/CD29-,CD4+/CD45RO+/CD29+,CD8+/CD45RA+/CD29-,CD8+/CD29+/CD45RA-/CD45RO-,CD8+/CD45RA+/CD29+,CD8+/CD45RO+/CD29-,CD8+/CD45RO+/CD29+,CD4+/CD193+,CD4+/CD294+,CD4+/CD183+,CD4+/CD193+/CD294+,CD4+/CD193+/CD183+,CD4+/CD193+/CD294+/CD183+,CD4+/CD194+,CD4+/CD193+/CD194+,CD4+/CD294+/CD194+,CD4+/CD193+/CD294+/CD194+,CD4+/CD25+,CD4+/CD127+,CD4+ / CD127-,CD8+/CD25+,CD8+ / CD25-,TOTAL CD4+,TOTAL CD8+,CD8+/CD127+,CD8+ / CD127-,CD8+/CD127+/CD25-,CD8+/CD25+/CD127-,CD4+/CD25+/CD127-,CD4+/CD25+/CD127+,CD3+/AB+,CD3+/GD+,CD3+/CD158b+,CD69+ ONLY,CD3+/CD69+/CD158b+,CD3-/CD5616+/CD158b+,CD3-/CD5616+/CD69+,CD3-/CD5616+/CD158b+/CD69+,CD3+/CD159a+,CD3+/CD107ab+,CD3+/CD159a+/CD107ab+,CD3-/CD5616+/CD107ab+,CD3-/CD5616+/CD159a+,CD3-/CD5616+/CD159a+/CD107ab+,CD3+/CD314+,CD63+ ONLY,CD314+ ONLY,CD3+/CD63+/CD314+,CD3-/CD5616+/CD314+,CD3-/CD5616+/CD63+/CD314+,CD16-/CD56-/CD3-/CD117-,CD16+ ONLY,CD56+ ONLY,CD16+/CD56+/CD3-/CD117-,CD3+ ONLY,CD16+/CD56-/CD3+/CD117-,CD16-/CD56+/CD3+/CD117-,CD16+/CD56+/CD3+/CD117-,CD16+/CD56-/CD3+/CD117+,CD16-/CD56+/CD3-/CD117+,CD16+/CD56+/CD3-/CD117+,CD16-/CD56-/CD3+/CD117+,CD16-/CD56+/CD3+/CD117+,CD16+/CD56+/CD3+/CD117+
